timestamp,device,ip,ifIndex,ifDescr,inOctets,outOctets,operStatus,sysUpTimeCentisecs
2025-11-24T16:27:34.765944,R2,192.168.20.1,4,GigabitEthernet0/3,0,0,1,2233819
2025-11-24T16:27:34.765944,R2,192.168.20.1,5,Null0,0,0,1,2233819
2025-11-24T16:27:39.179725,R1,192.168.10.1,1,GigabitEthernet0/0,3452704,2745112,1,2271538
2025-11-24T16:27:39.179725,R1,192.168.10.1,2,GigabitEthernet0/1,5405835,5722390,1,2271538
2025-11-24T16:27:39.179725,R1,192.168.10.1,3,Backplane-GigabitEthernet0/3,0,0,1,2271538
2025-11-24T16:27:39.179725,R1,192.168.10.1,4,Null0,0,0,1,2271538
2025-11-24T16:27:39.589028,R2,192.168.20.1,1,Embedded-Service-Engine0/0,0,0,2,2234305
2025-11-24T16:27:39.589028,R2,192.168.20.1,2,GigabitEthernet0/0,2461574,2685182,1,2234305
2025-11-24T16:27:39.589028,R2,192.168.20.1,3,GigabitEthernet0/1,80734,257602,1,2234305
2025-11-24T16:27:39.589028,R2,192.168.20.1,4,GigabitEthernet0/3,0,0,1,2234305
2025-11-24T16:27:39.589028,R2,192.168.20.1,5,Null0,0,0,1,2234305
